,posted
1499,2016-04-01
1500,2015-09-18
1501,2013-12-16
1502,2013-11-28
1503,2016-08-14
1504,2016-07-30
1505,2015-06-27
1506,2015-09-06
1507,2015-07-10
1508,2014-04-11
1509,2015-08-22
1510,2015-04-18
1511,2015-01-08
1512,2013-12-22
1513,2015-06-07
1514,2015-06-07
1515,2014-07-12
1516,2012-10-28
1517,2013-02-07
1518,2015-04-02
1519,2015-02-18
1520,2015-02-09
1521,2015-01-14
1522,2015-01-11
1523,2014-04-21
1524,2014-01-01
1525,2016-03-11
1526,2015-12-23
1527,2015-12-13
1528,2015-12-08
1529,2015-07-08
1530,2014-02-27
1531,2014-12-31
1532,2014-06-24
1533,2016-03-15
1534,2015-08-02
1535,2014-07-25
1536,2014-04-26
1537,2014-02-14
1538,2013-12-15
1539,2016-08-30
1540,2014-06-21
1541,2015-10-25
1542,2014-02-15
1543,2014-02-07
1544,2014-01-10
1545,2013-11-11
1546,2014-03-01
1547,2015-12-15
1548,2016-06-10
1549,2015-02-14
1550,2015-04-22
1551,2015-10-30
1552,2015-05-09
1553,2013-12-12
1554,2014-11-04
1555,2014-10-30
1556,2013-08-27
1557,2014-11-22
1558,2015-12-27
1559,2016-06-16
1560,2014-12-02
1561,2014-04-18
1562,2013-11-26
1563,2016-04-14
1564,2016-04-12
1565,2015-06-21
1566,2015-01-10
1567,2015-04-14
1568,2015-01-03
1569,2015-06-03
1570,2016-06-05
1571,2014-09-14
1572,2014-09-15
1573,2015-09-08
1574,2015-12-06
1575,2016-08-05
1576,2015-11-29
1577,2014-02-08
1578,2014-04-05
1579,2015-12-19
1580,2014-06-27
1581,2016-07-23
1582,2015-10-12
1583,2015-12-16
1584,2014-04-19
1585,2016-07-29
1586,2016-09-17
1587,2014-11-25
1588,2014-10-25
1589,2015-04-30
1590,2014-12-03
1591,2014-11-23
1592,2014-09-09
1593,2013-09-26
1594,2013-08-07
1595,2013-07-19
1596,2016-05-27
1597,2015-11-20
1598,2016-04-12
1599,2014-01-25
1600,2014-02-01
1601,2013-12-19
1602,2014-10-18
1603,2014-12-10
1604,2015-12-05
1605,2015-07-11
1606,2016-08-26
1607,2015-12-27
1608,2015-12-22
1609,2014-07-24
1610,2016-01-21
1611,2016-04-09
1612,2016-01-22
1613,2014-06-20
1614,2015-12-09
1615,2013-01-23
1616,2014-02-17
1617,2014-08-30
1618,2014-03-08
1619,2014-02-23
1620,2013-09-12
1621,2015-05-18
1622,2016-03-29
1623,2015-06-06
1624,2014-06-19
1625,2015-05-27
1626,2015-10-17
1627,2014-11-29
1628,2014-06-04
1629,2014-10-25
1630,2016-09-17
1631,2016-07-25
1632,2016-01-13
1633,2015-08-01
1634,2015-02-27
1635,2015-02-27
1636,2015-02-27
1637,2015-02-23
1638,2014-02-10
1639,2014-01-29
1640,2014-09-11
1641,2016-07-13
1642,2016-05-14
1643,2015-03-06
1644,2016-07-11
1645,2016-08-28
1646,2016-08-25
1647,2015-12-11
1648,2013-07-18
1649,2015-11-28
1650,2014-01-24
1651,2014-02-25
1652,2015-04-04
1653,2014-11-13
1654,2014-02-21
1655,2013-12-29
1656,2013-12-02
1657,2016-04-13
1658,2014-02-01
1659,2015-04-24
1660,2015-05-20
1661,2016-06-20
1662,2015-06-16
1663,2015-04-08
1664,2014-02-01
1665,2014-01-06
1666,2014-02-24
1667,2015-01-04
1668,2014-07-11
1669,2015-06-25
1670,2015-06-25
1671,2014-03-05
1672,2014-01-17
1673,2015-12-06
1674,2015-11-14
1675,2015-07-11
1676,2015-07-11
1677,2015-04-06
1678,2015-01-28
1679,2015-01-04
1680,2015-11-13
1681,2014-06-07
1682,2014-01-09
1683,2013-12-12
1684,2015-09-30
1685,2015-06-27
1686,2014-06-24
1687,2014-02-04
1688,2013-12-22
1689,2016-02-27
1690,2016-06-12
1691,2015-10-01
1692,2012-11-23
1693,2015-03-28
1694,2016-02-23
1695,2013-07-05
1696,2014-03-08
1697,2014-02-22
1698,2015-03-10
1699,2016-07-16
1700,2013-06-21
1701,2016-01-04
1702,2016-02-16
1703,2015-06-22
1704,2014-08-13
1705,2013-11-29
1706,2016-05-13
1707,2014-12-21
1708,2016-01-31
1709,2015-06-24
1710,2015-05-29
1711,2014-07-31
1712,2014-06-27
1713,2014-05-29
1714,2015-12-02
1715,2013-12-07
1716,2016-01-11
1717,2015-12-29
1718,2014-06-30
1719,2012-10-19
1720,2015-02-19
1721,2015-01-27
1722,2014-12-16
1723,2015-01-04
1724,2014-12-18
1725,2016-08-12
1726,2013-06-30
1727,2015-12-22
1728,2014-08-13
1729,2014-02-03
1730,2014-08-09
1731,2013-12-26
1732,2015-12-06
1733,2016-02-05
1734,2016-01-22
1735,2014-02-26
1736,2016-06-24
1737,2016-01-16
1738,2015-12-20
1739,2015-01-10
1740,2015-06-13
1741,2016-01-04
1742,2014-04-23
1743,2015-08-06
1744,2014-09-30
1745,2014-02-20
1746,2015-01-30
1747,2014-06-04
1748,2013-07-16
1749,2014-06-04
1750,2013-07-16
1751,2013-07-16
1752,2012-12-16
1753,2016-09-08
1754,2015-08-31
1755,2016-02-19
1756,2015-11-12
1757,2015-04-16
1758,2014-07-25
1759,2014-05-07
1760,2013-05-08
1761,2014-05-31
1762,2016-04-19
1763,2016-02-19
1764,2014-07-05
1765,2014-06-23
1766,2014-02-24
1767,2013-11-18
1768,2014-10-17
1769,2014-06-26
1770,2015-08-07
1771,2015-01-30
1772,2014-03-15
1773,2014-08-07
1774,2016-07-04
1775,2015-12-02
1776,2015-10-06
1777,2013-12-26
1778,2016-06-25
1779,2016-05-14
1780,2016-03-21
1781,2015-08-19
1782,2015-10-24
1783,2016-05-25
1784,2015-05-17
1785,2014-12-15
1786,2014-12-14
1787,2014-12-13
1788,2014-11-01
1789,2014-10-26
1790,2014-10-20
1791,2014-08-01
1792,2014-02-10
1793,2012-05-31
1794,2016-07-25
1795,2016-08-26
1796,2016-07-25
1797,2016-07-02
1798,2015-09-09
1799,2015-05-23
1800,2014-11-03
1801,2016-01-28
1802,2016-04-09
1803,2014-11-24
1804,2012-09-25
1805,2016-05-28
1806,2014-12-06
1807,2014-09-15
1808,2014-08-24
1809,2014-07-01
1810,2016-08-05
1811,2013-12-12
1812,2015-10-02
1813,2015-10-23
1814,2013-02-08
1815,2015-01-19
1816,2014-07-26
1817,2014-03-07
1818,2014-10-02
1819,2014-03-01
1820,2013-12-15
1821,2013-05-25
1822,2014-01-26
1823,2016-06-02
1824,2016-05-28
1825,2014-06-19
1826,2016-03-14
1827,2016-05-28
1828,2015-09-01
1829,2015-07-09
1830,2015-03-28
1831,2014-01-04
1832,2015-02-19
1833,2014-12-06
1834,2015-09-29
1835,2015-09-23
1836,2014-02-14
1837,2015-06-16
1838,2014-01-17
1839,2014-10-05
1840,2014-10-05
1841,2014-05-18
1842,2015-06-20
1843,2016-06-29
1844,2014-06-28
1845,2014-08-03
1846,2012-12-20
1847,2014-04-13
1848,2015-05-11
1849,2015-02-05
1850,2015-05-01
1851,2014-12-13
1852,2014-06-30
1853,2014-06-30
1854,2014-05-13
1855,2014-01-14
1856,2015-06-22
1857,2014-01-13
1858,2015-05-10
1859,2014-01-15
1860,2015-07-31
1861,2016-01-14
1862,2014-04-25
1863,2015-05-27
1864,2015-01-08
1865,2015-01-04
1866,2015-01-20
1867,2014-08-21
1868,2014-07-28
1869,2014-10-28
1870,2014-10-14
1871,2015-06-11
1872,2013-12-18
1873,2014-12-04
1874,2016-08-13
1875,2015-09-28
1876,2015-07-10
1877,2015-07-15
1878,2015-06-08
1879,2015-03-23
1880,2015-03-08
1881,2015-07-25
1882,2015-11-15
1883,2015-10-14
1884,2016-05-08
1885,2014-06-09
1886,2015-07-23
1887,2015-05-29
1888,2014-12-24
1889,2014-07-02
1890,2016-09-07
1891,2015-06-22
1892,2015-12-27
1893,2014-07-29
1894,2016-07-27
1895,2015-04-06
1896,2016-06-18
1897,2015-04-11
1898,2015-04-11
1899,2014-07-02
1900,2014-07-02
1901,2014-06-25
1902,2014-01-26
1903,2015-12-21
1904,2015-06-18
1905,2014-06-27
1906,2015-12-28
1907,2014-04-26
1908,2014-06-25
1909,2015-03-12
1910,2015-05-29
1911,2015-02-25
1912,2015-02-13
1913,2015-02-13
1914,2015-02-13
1915,2015-02-13
1916,2015-02-13
1917,2015-01-09
1918,2014-05-25
1919,2013-11-10
1920,2014-02-20
1921,2014-06-30
1922,2013-12-12
1923,2014-04-06
1924,2015-01-04
1925,2014-12-08
1926,2015-04-27
1927,2013-12-21
1928,2012-07-26
1929,2016-03-11
1930,2015-03-14
1931,2016-03-27
1932,2015-07-30
1933,2015-08-23
1934,2015-03-12
1935,2014-07-03
1936,2014-03-07
1937,2015-05-11
1938,2015-06-05
1939,2015-05-31
1940,2016-06-21
1941,2015-04-20
1942,2016-06-30
1943,2016-07-09
1944,2016-09-08
1945,2014-12-01
1946,2010-11-23
1947,2015-01-17
1948,2015-04-15
1949,2015-02-04
1950,2016-03-01
1951,2015-12-05
1952,2016-07-27
1953,2015-11-06
1954,2015-03-18
1955,2016-01-03
1956,2016-05-11
1957,2014-10-10
1958,2015-02-02
1959,2014-06-29
1960,2016-06-15
1961,2015-12-12
1962,2015-02-19
1963,2015-01-23
1964,2015-01-14
1965,2013-12-29
1966,2013-11-27
1967,2013-10-01
1968,2014-12-07
1969,2015-03-25
1970,2014-02-02
1971,2014-05-30
1972,2014-10-03
1973,2016-08-19
1974,2016-05-06
1975,2015-01-28
1976,2014-11-06
1977,2014-06-26
1978,2016-08-07
1979,2016-09-12
1980,2014-11-25
1981,2013-12-29
1982,2014-11-18
1983,2014-08-17
1984,2015-07-17
1985,2015-06-20
1986,2016-05-28
1987,2015-11-27
1988,2016-04-25
1989,2016-06-22
1990,2015-12-03
1991,2014-08-20
1992,2014-04-29
1993,2013-09-20
1994,2014-01-10
1995,2015-12-31
1996,2016-09-10
1997,2016-01-20
1998,2015-12-06
1999,2015-04-13
2000,2015-11-13
2001,2013-12-28
2002,2016-09-08
2003,2014-06-13
2004,2014-03-06
2005,2014-12-19
2006,2015-10-16
2007,2015-04-11
2008,2016-04-21
2009,2014-06-07
2010,2014-02-02
2011,2016-03-07
2012,2015-08-15
2013,2015-04-18
2014,2015-03-29
2015,2016-01-30
2016,2015-08-14
2017,2015-04-13
2018,2015-01-05
2019,2015-02-26
2020,2014-12-19
2021,2015-09-21
2022,2015-02-27
2023,2015-01-05
2024,2014-06-22
2025,2014-03-25
2026,2014-01-17
2027,2013-12-20
2028,2013-12-11
2029,2013-10-02
2030,2013-02-11
2031,2016-08-05
2032,2015-06-14
2033,2014-04-13
2034,2016-03-19
2035,2015-11-01
2036,2016-02-05
2037,2016-07-18
2038,2016-07-10
2039,2016-01-27
2040,2014-04-08
2041,2016-08-23
2042,2016-01-15
2043,2015-09-01
2044,2015-08-22
2045,2014-09-03
2046,2012-07-05
2047,2012-05-30
2048,2013-02-19
2049,2014-08-18
2050,2016-01-06
2051,2015-08-10
2052,2015-07-06
2053,2015-06-22
2054,2015-06-22
2055,2013-11-18
2056,2014-07-01
2057,2014-08-30
2058,2014-01-07
2059,2015-04-16
2060,2014-09-25
2061,2015-02-23
2062,2015-02-05
2063,2015-02-09
2064,2015-09-27
2065,2015-05-10
2066,2015-08-17
2067,2015-11-03
2068,2015-05-16
2069,2014-03-28
2070,2016-02-08
2071,2016-01-04
2072,2014-01-03
2073,2016-01-28
2074,2015-08-06
2075,2013-11-28
2076,2016-03-06
2077,2016-08-20
2078,2015-10-26
2079,2014-03-26
2080,2016-08-10
2081,2016-09-09
2082,2016-08-31
2083,2016-07-29
2084,2014-08-08
2085,2015-12-27
2086,2015-07-18
2087,2015-06-15
2088,2016-06-25
2089,2014-12-31
2090,2014-10-09
2091,2013-12-21
2092,2013-05-05
2093,2014-03-27
2094,2014-03-03
2095,2014-01-02
2096,2014-05-26
2097,2015-08-18
2098,2016-06-07
2099,2014-11-14
2100,2016-07-04
2101,2014-08-27
2102,2014-07-09
2103,2014-05-10
2104,2015-11-26
2105,2015-08-07
2106,2013-12-25
2107,2016-05-01
2108,2014-11-07
2109,2016-06-03
2110,2016-04-10
2111,2016-04-30
2112,2013-12-21
2113,2014-01-02
2114,2016-02-10
2115,2014-04-28
2116,2014-04-15
2117,2016-07-18
2118,2015-06-13
2119,2016-05-13
2120,2016-04-22
2121,2016-02-24
2122,2014-07-16
2123,2015-07-19
2124,2014-04-23
2125,2014-12-15
2126,2016-06-14
2127,2014-08-06
2128,2015-12-24
2129,2015-12-24
2130,2015-08-24
2131,2014-08-21
2132,2014-08-18
2133,2014-07-18
2134,2014-06-26
2135,2014-06-25
2136,2016-09-03
2137,2016-08-23
2138,2016-07-30
2139,2016-07-29
2140,2016-04-04
2141,2015-07-03
2142,2015-12-08
2143,2015-09-30
2144,2014-05-26
2145,2013-07-14
2146,2014-04-06
2147,2013-04-02
2148,2015-12-02
2149,2016-05-08
2150,2014-07-08
2151,2016-04-12
2152,2015-05-29
2153,2014-06-17
2154,2015-12-28
2155,2014-11-08
2156,2013-12-10
2157,2015-12-09
2158,2016-04-17
2159,2014-10-20
2160,2016-06-12
2161,2016-03-29
2162,2016-03-21
2163,2016-02-24
2164,2015-10-04
2165,2015-04-13
2166,2015-03-08
2167,2014-10-30
2168,2015-04-01
2169,2015-06-16
2170,2015-06-13
2171,2016-06-09
2172,2015-10-20
2173,2015-10-11
2174,2015-09-21
2175,2015-09-18
2176,2013-10-29
2177,2013-08-25
2178,2012-12-13
2179,2012-12-13
2180,2012-11-24
2181,2015-02-17
2182,2015-02-14
2183,2014-07-17
2184,2014-06-24
2185,2015-11-11
2186,2015-11-11
2187,2014-06-25
2188,2014-07-24
2189,2016-06-16
2190,2015-06-17
2191,2014-07-06
2192,2015-07-24
2193,2014-02-03
2194,2016-06-04
2195,2016-04-11
2196,2016-04-02
2197,2015-04-29
2198,2012-12-11
2199,2016-08-13
2200,2015-05-14
2201,2016-09-11
2202,2014-08-22
2203,2014-02-20
2204,2013-12-25
2205,2013-10-24
2206,2013-09-10
2207,2013-05-17
2208,2016-03-25
2209,2014-08-12
2210,2015-09-19
2211,2015-04-04
2212,2014-06-07
2213,2014-04-14
2214,2014-04-16
2215,2014-04-14
2216,2015-06-28
2217,2016-02-14
2218,2014-03-01
2219,2013-12-13
2220,2013-12-09
2221,2016-06-09
2222,2014-12-01
2223,2015-09-09
2224,2016-01-16
2225,2016-02-15
2226,2014-07-17
2227,2016-04-28
2228,2016-02-25
2229,2014-12-13
2230,2014-02-01
2231,2013-12-16
2232,2015-05-23
2233,2014-06-03
2234,2014-04-11
2235,2015-11-03
2236,2016-05-11
2237,2016-03-05
2238,2015-01-14
2239,2015-02-08
2240,2014-08-01
2241,2013-12-09
2242,2016-03-27
2243,2012-01-22
2244,2015-08-21
2245,2014-05-08
2246,2015-09-21
2247,2014-11-11
2248,2014-01-31
2249,2015-01-22
2250,2015-04-12
2251,2015-01-11
2252,2014-10-09
2253,2014-03-31
2254,2015-11-22
2255,2015-09-19
2256,2016-01-21
2257,2013-12-31
2258,2016-04-27
2259,2015-10-16
2260,2016-04-28
2261,2014-04-06
2262,2016-07-25
2263,2016-06-20
2264,2015-10-21
2265,2015-09-24
2266,2015-05-16
2267,2013-12-10
2268,2014-10-17
2269,2014-10-17
2270,2016-05-27
2271,2013-12-15
2272,2014-07-26
2273,2013-12-15
2274,2013-09-20
2275,2014-01-13
2276,2014-12-05
2277,2014-12-05
2278,2013-11-27
2279,2014-01-05
2280,2016-05-23
2281,2015-10-30
2282,2016-04-07
2283,2016-02-13
2284,2015-12-10
2285,2014-08-14
2286,2014-06-24
2287,2016-06-13
2288,2015-07-29
2289,2014-09-27
2290,2016-04-17
2291,2015-05-15
2292,2014-09-22
2293,2013-03-19
2294,2016-01-04
2295,2014-07-26
2296,2014-07-07
2297,2016-07-12
2298,2014-12-08
2299,2015-02-23
2300,2014-07-28
2301,2015-03-15
2302,2015-08-27
2303,2015-05-12
2304,2014-11-12
2305,2014-01-02
2306,2013-02-04
2307,2014-09-06
2308,2015-05-29
2309,2013-08-14
2310,2013-07-15
2311,2012-11-09
2312,2016-03-01
2313,2016-01-09
2314,2014-09-18
2315,2014-09-08
2316,2015-03-06
2317,2014-05-03
2318,2013-12-27
2319,2015-10-09
2320,2013-11-30
2321,2015-10-08
2322,2016-06-02
2323,2016-06-14
2324,2015-10-24
2325,2013-11-26
2326,2016-08-27
2327,2014-10-18
2328,2015-03-26
2329,2013-12-25
2330,2014-01-20
2331,2014-09-20
2332,2013-11-29
2333,2016-06-25
2334,2015-04-21
2335,2016-01-27
2336,2016-05-14
2337,2016-06-25
2338,2016-03-27
2339,2016-02-27
2340,2016-07-29
2341,2016-05-30
2342,2015-10-14
2343,2013-11-16
2344,2014-06-22
2345,2014-09-23
2346,2015-08-30
2347,2014-02-22
2348,2015-08-30
2349,2014-07-17
2350,2013-12-12
2351,2015-08-10
2352,2015-10-31
2353,2015-08-08
2354,2016-08-06
2355,2014-09-08
2356,2016-08-18
2357,2016-07-05
2358,2016-03-29
2359,2016-03-29
2360,2016-03-28
2361,2016-03-28
2362,2014-12-01
2363,2015-02-26
2364,2014-06-17
2365,2016-07-17
2366,2016-03-20
2367,2015-08-29
2368,2015-08-01
2369,2014-06-03
2370,2013-12-16
2371,2011-06-22
2372,2016-04-20
2373,2014-04-17
2374,2013-12-31
2375,2014-04-20
2376,2013-06-29
2377,2012-09-28
2378,2011-04-22
2379,2011-03-22
2380,2010-12-12
2381,2015-12-07
2382,2016-03-19
2383,2016-09-02
2384,2016-08-30
2385,2016-02-10
2386,2016-01-31
2387,2016-01-26
2388,2015-04-25
2389,2014-07-01
2390,2013-12-22
2391,2015-10-02
2392,2015-07-29
2393,2014-09-15
2394,2014-04-06
2395,2014-01-21
2396,2015-05-18
2397,2014-11-13
2398,2015-01-16
2399,2014-01-31
2400,2015-02-21
2401,2014-07-08
2402,2015-03-01
2403,2014-01-19
2404,2015-07-22
2405,2014-08-15
2406,2015-03-12
2407,2015-05-25
2408,2015-07-29
2409,2015-11-30
2410,2015-05-24
2411,2014-11-06
2412,2013-05-11
2413,2013-03-23
2414,2013-03-23
2415,2013-12-10
2416,2016-03-04
2417,2014-11-06
2418,2014-08-07
2419,2014-05-21
2420,2014-02-22
2421,2015-10-31
2422,2015-04-10
2423,2015-03-18
2424,2016-06-22
2425,2016-01-03
2426,2015-10-15
2427,2015-12-22
2428,2015-04-05
2429,2013-12-29
2430,2015-06-25
2431,2015-06-30
2432,2016-03-09
2433,2016-03-09
2434,2016-03-21
2435,2015-06-06
2436,2013-12-25
2437,2016-01-17
2438,2014-10-08
2439,2014-12-19
2440,2015-06-24
2441,2014-05-23
2442,2014-05-09
2443,2014-08-27
2444,2015-07-22
2445,2014-05-23
2446,2016-06-02
2447,2014-01-29
2448,2016-03-11
2449,2015-12-23
2450,2016-07-20
2451,2014-04-17
2452,2015-06-11
2453,2016-05-01
2454,2013-03-26
2455,2016-04-21
2456,2016-04-09
2457,2015-07-20
2458,2016-04-09
2459,2016-04-09
2460,2016-04-09
2461,2015-01-25
2462,2015-06-29
2463,2015-09-10
2464,2014-03-14
2465,2015-06-15
2466,2014-01-03
2467,2014-07-27
2468,2016-06-15
2469,2015-05-12
2470,2015-06-15
2471,2015-05-10
2472,2015-12-10
2473,2015-11-06
2474,2015-12-19
2475,2015-10-29
2476,2014-01-01
2477,2016-04-10
2478,2016-06-06
2479,2013-12-29
2480,2016-08-26
2481,2013-12-26
2482,2015-12-02
2483,2015-01-30
2484,2016-03-30
2485,2016-08-26
2486,2016-08-10
2487,2016-03-10
2488,2016-07-02
2489,2014-06-25
2490,2014-06-13
2491,2016-06-22
2492,2013-07-28
2493,2015-03-16
2494,2015-12-02
2495,2015-12-12
2496,2015-12-06
2497,2015-11-16
2498,2014-12-14
2499,2014-03-01
2500,2012-07-19
2501,2015-12-06
2502,2013-12-01
2503,2016-03-23
2504,2015-09-07
2505,2014-06-10
2506,2016-03-06
2507,2014-03-21
2508,2013-03-23
2509,2014-06-04
2510,2014-02-06
2511,2014-02-06
2512,2014-06-21
2513,2016-02-24
2514,2016-04-14
2515,2016-02-24
2516,2016-02-24
2517,2015-10-09
2518,2016-09-18
2519,2016-02-20
2520,2016-01-24
2521,2016-01-21
2522,2016-01-21
2523,2016-08-02
2524,2016-09-16
2525,2016-06-29
2526,2015-10-30
2527,2015-07-29
2528,2014-11-01
2529,2016-06-03
2530,2014-11-26
2531,2014-08-01
2532,2015-06-23
2533,2014-09-18
2534,2016-05-23
2535,2016-03-02
2536,2016-05-01
2537,2016-08-15
2538,2014-07-06
2539,2016-04-17
2540,2014-06-08
2541,2015-01-09
2542,2014-11-27
2543,2016-05-14
2544,2015-02-16
2545,2015-12-22
2546,2014-05-08
2547,2014-06-23
2548,2015-02-17
2549,2014-11-26
2550,2014-03-26
2551,2016-07-01
2552,2016-07-18
2553,2016-07-01
2554,2016-07-01
2555,2016-06-07
2556,2016-06-06
2557,2015-10-17
2558,2015-08-13
2559,2015-05-07
2560,2012-06-16
2561,2013-10-07
2562,2014-06-21
2563,2015-01-10
2564,2015-01-07
2565,2015-11-06
2566,2014-11-10
2567,2016-08-20
2568,2015-01-22
2569,2014-12-21
2570,2014-06-27
2571,2016-08-21
2572,2014-12-22
2573,2014-12-22
2574,2015-03-27
2575,2016-05-28
2576,2016-08-09
2577,2016-01-08
2578,2015-03-27
2579,2015-05-02
2580,2014-07-21
2581,2014-02-03
2582,2015-09-26
2583,2015-01-11
2584,2015-04-12
2585,2014-12-06
2586,2016-07-19
2587,2016-06-29
2588,2015-05-16
2589,2015-04-24
2590,2015-09-01
2591,2015-05-14
2592,2014-07-15
2593,2014-01-18
2594,2014-01-18
2595,2015-07-13
2596,2015-06-21
2597,2015-01-08
2598,2014-07-07
2599,2014-06-22
2600,2014-07-24
2601,2014-12-22
2602,2014-07-20
2603,2015-01-12
2604,2014-06-12
2605,2014-07-05
2606,2014-01-30
2607,2014-07-11
2608,2015-07-29
2609,2015-04-06
2610,2015-10-16
2611,2015-06-13
2612,2016-08-07
2613,2015-04-08
2614,2014-02-15
2615,2014-05-31
2616,2014-04-15
2617,2015-02-09
2618,2014-04-29
2619,2015-07-12
2620,2015-08-10
2621,2015-07-25
2622,2014-09-03
2623,2014-02-22
2624,2015-10-11
2625,2015-09-25
2626,2015-05-30
2627,2016-04-20
2628,2016-03-03
2629,2016-06-30
2630,2016-04-16
2631,2013-12-28
2632,2015-08-04
2633,2014-02-11
2634,2014-03-11
2635,2016-04-18
2636,2014-09-09
2637,2014-02-06
2638,2014-01-21
2639,2015-12-09
2640,2016-07-15
2641,2016-07-15
2642,2016-07-15
2643,2016-07-15
2644,2016-07-10
2645,2016-07-15
2646,2016-07-15
2647,2016-09-13
2648,2014-03-20
2649,2014-09-04
2650,2015-06-04
2651,2014-05-12
2652,2014-05-12
2653,2015-01-19
2654,2014-09-01
2655,2014-02-26
2656,2015-05-13
2657,2014-04-04
2658,2015-11-15
2659,2015-09-12
2660,2015-06-26
2661,2015-06-19
2662,2014-11-17
2663,2014-09-14
2664,2013-06-24
2665,2015-05-04
2666,2014-07-07
2667,2015-02-17
2668,2015-07-07
2669,2015-03-20
2670,2014-04-25
2671,2015-06-28
2672,2011-10-24
2673,2013-07-21
2674,2015-09-27
2675,2014-08-15
2676,2014-11-18
2677,2014-10-12
2678,2014-08-15
2679,2014-08-15
2680,2014-02-17
2681,2013-05-28
2682,2016-04-14
2683,2015-01-29
2684,2016-04-14
2685,2014-08-02
2686,2014-11-06
2687,2015-06-09
2688,2012-11-14
2689,2016-05-10
2690,2016-01-17
2691,2015-10-05
2692,2015-09-30
2693,2014-09-29
2694,2014-09-02
2695,2014-06-24
2696,2014-03-21
2697,2014-03-22
2698,2015-01-20
2699,2014-07-23
2700,2014-04-15
2701,2015-08-12
2702,2015-02-15
2703,2014-06-30
2704,2011-11-22
2705,2014-12-13
2706,2014-12-06
2707,2015-04-01
2708,2015-01-04
2709,2014-12-13
2710,2014-12-13
2711,2014-12-06
2712,2014-12-06
2713,2014-12-06
2714,2014-12-06
2715,2015-01-23
2716,2014-10-08
2717,2015-02-22
2718,2015-07-27
2719,2014-11-14
2720,2016-01-23
2721,2016-01-19
2722,2015-11-22
2723,2014-02-24
2724,2014-06-30
2725,2015-09-20
2726,2015-09-20
2727,2015-09-20
2728,2015-07-12
2729,2014-06-26
2730,2014-09-24
2731,2016-02-06
2732,2015-06-18
2733,2015-06-16
2734,2015-12-21
2735,2014-07-17
2736,2014-05-31
2737,2014-05-31
2738,2014-05-30
2739,2015-10-19
2740,2013-11-09
2741,2014-08-28
2742,2014-11-25
2743,2014-08-29
2744,2014-08-29
2745,2015-01-16
2746,2014-03-03
2747,2015-11-08
2748,2015-04-06
2749,2015-04-06
2750,2014-10-26
2751,2015-12-17
2752,2015-12-22
2753,2015-12-19
2754,2015-11-25
2755,2013-11-22
2756,2013-09-15
2757,2014-06-25
2758,2015-10-22
2759,2014-11-25
2760,2015-01-03
2761,2014-12-28
2762,2016-01-14
2763,2015-11-15
2764,2015-06-19
2765,2015-11-27
2766,2015-12-11
2767,2014-05-31
2768,2014-05-31
2769,2015-12-16
2770,2014-01-13
2771,2014-06-13
2772,2014-06-04
2773,2014-06-13
2774,2016-08-29
2775,2015-11-17
2776,2015-05-29
2777,2015-12-03
2778,2015-08-20
2779,2015-12-31
2780,2014-07-13
2781,2016-01-19
2782,2015-06-09
2783,2016-07-03
2784,2015-09-27
2785,2014-12-17
2786,2015-06-19
2787,2014-03-20
2788,2015-04-13
2789,2013-01-11
2790,2015-07-03
2791,2015-08-07
2792,2015-01-06
2793,2014-10-18
2794,2015-06-17
2795,2014-03-28
2796,2014-01-11
2797,2011-12-18
2798,2016-05-15
2799,2015-07-18
2800,2015-01-09
2801,2014-12-28
2802,2012-06-08
2803,2015-05-12
2804,2015-01-02
2805,2016-09-17
2806,2015-12-07
2807,2016-01-22
2808,2014-03-18
2809,2013-12-30
2810,2015-04-30
2811,2015-04-26
2812,2015-05-01
2813,2016-04-13
2814,2014-04-25
2815,2013-12-15
2816,2015-12-20
2817,2015-11-25
2818,2015-11-27
2819,2015-12-09
2820,2015-01-31
2821,2014-12-04
2822,2014-03-24
2823,2014-12-16
2824,2014-12-01
2825,2014-02-08
2826,2015-08-22
2827,2015-08-14
2828,2015-07-29
2829,2014-01-09
2830,2013-12-30
2831,2014-06-06
2832,2014-02-12
2833,2015-08-26
2834,2013-06-15
2835,2014-12-29
2836,2015-02-15
2837,2015-08-24
2838,2015-02-15
2839,2016-03-27
2840,2016-09-11
2841,2016-02-06
2842,2016-09-11
2843,2016-03-04
2844,2014-06-26
2845,2016-08-30
2846,2014-06-27
2847,2015-06-21
2848,2015-03-15
2849,2015-05-26
2850,2014-09-29
2851,2014-09-29
2852,2015-12-04
2853,2015-03-19
2854,2014-09-29
2855,2014-09-29
2856,2014-06-15
2857,2014-04-17
2858,2014-01-18
2859,2016-04-09
2860,2016-04-09
2861,2016-04-09
2862,2016-04-05
2863,2016-01-02
2864,2016-09-17
2865,2013-12-01
2866,2013-11-25
2867,2015-10-17
2868,2016-02-06
2869,2015-11-16
2870,2015-01-17
2871,2015-07-10
2872,2015-10-15
2873,2014-01-15
2874,2015-09-27
2875,2015-09-27
2876,2015-04-01
2877,2016-04-17
2878,2016-02-15
2879,2016-02-08
2880,2014-10-24
2881,2015-02-20
